ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct
LPG,2026-03-20,32.8,5,11,NOT_READY,648.6,641.4,True,UPTREND,,122.0,48.7,30.4,,121.6,True,True,True,OK,Oil & Gas Midstream,Energy,,,,-6.2,46.4,12.0,35.2,0.0506,0.0539,False,False,True,28.22,32.8,True,16.2,-14.6,114.9,True,38.4,15.26,Unclear,4,-21.2,36.99,2026-02-23,29.15,2026-03-09,True,"[None, None, None]",False,2826988.0,3752000.0,0.75,False,-6.6,False,0,,3.18,3.96,24.5,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 83.0}]",[],UPSIDE_REVERSAL,32.68,36.99,False,34.53,32.68,5.4,UPSIDE_REVERSAL,2026-03-09,WATCHING,270.3,9333.0,37.17,35.88,3.5,≥1.5x 50-day average,WATCHING,,,387.6,14407.0,32.74,33.0,31.56,32.68,0.2,-0.6,3.9,0.4,ABOVE,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,31.94,34.38,False,,,
DTM,2026-03-20,131.93,4,11,AVOID,648.6,641.4,True,UPTREND,,15.3,27.3,35.5,,47.1,True,False,True,OK,Oil & Gas Midstream,Energy,,,,1.2,17.3,20.1,19.2,0.2034,0.2092,False,False,True,118.42,131.93,True,11.4,-7.6,63.0,True,142.75,80.95,Unclear,3,-6.2,140.64,2026-03-02,131.93,2026-03-16,True,"[None, None, None]",False,,4508648.0,,False,,False,0,2025-12-29,2.0,2.49,24.5,False,False,"[{'date': '2026-03-10', 'vol_ratio': 0.74}]",[],[],INSIDE_BAR,131.88,140.64,False,140.08,131.88,5.9,INSIDE_BAR,2026-03-10,WATCHING,61.0,8545.0,141.34,136.42,3.5,≥1.5x 50-day average,WATCHING,,,101.6,14360.0,136.03,135.62,129.76,131.88,-3.0,-2.7,1.7,0.0,1_CLOSE_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,129.57,130.74,False,,,
DTE,2026-03-20,141.57,5,11,NOT_READY,648.6,641.4,True,UPTREND,,29.7,28.9,9.2,,25.5,True,True,True,OK,Utilities - Regulated Electric,Utilities,,,,1.8,17.7,5.1,-9.0,0.2183,0.2546,False,False,True,135.73,141.57,True,4.3,-7.7,18.3,False,153.43,119.68,Unclear,3,-5.0,148.96,2026-03-02,141.57,2026-03-16,True,"[None, None, None]",False,,5949883.0,,False,,False,0,2025-12-30,1.55,2.1,35.5,False,False,"[{'date': '2026-03-10', 'vol_ratio': 0.57}]",[],[],INSIDE_BAR,141.42,148.96,False,148.35,141.42,4.7,INSIDE_BAR,2026-03-10,WATCHING,72.2,10711.0,149.7,144.49,3.5,≥1.5x 50-day average,WATCHING,,,96.0,14371.0,146.38,145.45,140.0,141.42,-3.3,-2.7,1.1,0.1,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,137.22,138.47,False,,,
EIX,2026-03-20,69.75,5,11,NOT_READY,648.6,641.4,True,UPTREND,,91.2,30.8,23.1,,446.3,True,True,True,OK,Utilities - Regulated Electric,Utilities,,,,-1.3,26.6,32.9,8.2,0.1075,0.109,True,True,True,60.2,69.75,True,15.9,-7.6,53.0,True,75.5,45.6,Unclear,4,-6.7,74.74,2026-02-23,69.75,2026-03-16,True,"[None, None, None]",False,,19918944.0,,False,12.7,False,0,2025-12-24,2.05,2.54,23.9,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 72.1}, {'date': '2026-03-16', 'close_position_pct': 95.4}]",[],UPSIDE_REVERSAL,68.88,74.74,False,73.04,68.88,5.7,UPSIDE_REVERSAL,2026-03-16,WATCHING,120.2,8779.0,75.11,72.5,3.5,≥1.5x 50-day average,WATCHING,,,191.6,14391.0,71.76,71.35,67.46,68.88,-2.8,-2.2,3.4,1.3,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,67.56,69.48,False,,,
EQT,2026-03-20,64.67,6,11,NOT_READY,648.6,641.4,True,UPTREND,,56.5,25.8,24.9,,54.6,True,True,True,OK,Oil & Gas E&P,Energy,,,,11.4,28.0,22.4,4.8,0.0997,0.1017,True,True,True,55.96,64.67,True,15.6,-3.7,50.2,True,67.15,43.06,Unclear,1,0.0,64.67,2026-03-16,64.67,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,3.05,3.2,4.9,False,False,"[{'date': '2026-03-18', 'vol_ratio': 0.7}]","[{'date': '2026-03-17', 'close_position_pct': 79.8}]",[],INSIDE_BAR,64.43,64.67,False,64.6,64.43,0.3,INSIDE_BAR,2026-03-18,TRIGGERED,2941.2,190002.0,64.99,62.73,3.5,≥1.5x 50-day average,WATCHING,,,221.2,14376.0,63.72,62.2,57.89,64.43,1.5,4.0,11.7,0.4,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,59.75,60.12,False,,,
ECG,2026-03-20,110.95,6,11,NOT_READY,648.6,641.4,True,UPTREND,,61.2,33.2,5.4,,60.2,False,True,True,OK,Engineering & Construction,Industrials,,,,-2.9,31.1,35.4,160.5,0.1711,0.1762,False,False,True,92.22,110.95,True,20.3,-19.4,253.6,True,137.64,31.38,Unclear,4,-8.8,120.87,2026-02-23,110.25,2026-03-02,True,"[None, None, None]",False,2583100.0,3156656.0,0.82,False,-47.7,True,0,,4.14,5.7,37.7,False,False,"[{'date': '2026-03-17', 'vol_ratio': 0.38}]","[{'date': '2026-03-17', 'close_position_pct': 82.6}, {'date': '2026-03-19', 'close_position_pct': 86.0}]",[],INSIDE_BAR,110.81,120.87,False,116.71,110.81,5.1,INSIDE_BAR,2026-03-17,WATCHING,84.7,9886.0,121.47,117.24,3.5,≥1.5x 50-day average,WATCHING,,,118.2,14358.0,114.51,112.57,102.62,110.81,-3.1,-1.4,8.1,0.1,1_CLOSE_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,107.96,112.36,False,,,
EXAS,2026-03-20,104.91,5,11,NOT_READY,648.6,641.4,True,UPTREND,,-52.4,23.1,-6.4,,,False,False,True,OK,Diagnostics & Research,Healthcare,,,,7.3,9.9,99.2,104.1,0.1618,0.1618,True,True,True,84.84,104.91,True,23.7,-0.1,170.3,True,104.98,38.81,Unclear,1,0.0,104.91,2026-03-16,104.91,2026-03-16,True,"[None, None, None]",False,,,,False,,False,5,2026-02-11,0.31,0.29,-6.5,False,True,"[{'date': '2026-03-18', 'vol_ratio': 0.65}]",[],[],INSIDE_BAR,104.9,104.91,True,,,,,,NOT_AVAILABLE,,,105.43,101.76,3.5,≥1.5x 50-day average,TRIGGERED_STRONG_VOL,2026-03-20,7.89,136.2,14360.0,103.89,103.6,103.02,104.9,1.0,1.3,1.8,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,97.52,False,1.4,2.25,94.9
EXE,2026-03-20,107.32,8,11,DEVELOPING,648.6,641.4,True,UPTREND,,-233.7,67.1,15.6,,,True,False,True,OK,Oil & Gas E&P,Energy,,,,5.8,4.9,4.3,-15.3,0.1655,0.2019,False,False,True,106.43,107.32,True,0.8,-14.8,19.1,False,125.93,90.09,Cup with Handle,16,-18.7,122.19,2025-12-01,99.34,2026-01-12,True,"[11.5, 11.1, 3.7]",True,17122544.0,17930175.0,0.95,False,27.8,False,1,2025-12-26,2.83,3.44,21.6,False,True,[],"[{'date': '2026-03-11', 'close_position_pct': 85.1}]",[],UPSIDE_REVERSAL,107.21,122.19,False,109.4,107.21,2.0,UPSIDE_REVERSAL,2026-03-11,WATCHING,228.3,24976.0,122.8,118.52,3.5,≥1.5x 50-day average,WATCHING,,,116.8,14343.0,106.95,106.56,105.71,107.21,0.3,0.7,1.5,0.1,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,101.2,113.59,False,,,
FSLY,2026-03-20,25.2,4,11,AVOID,648.6,641.4,True,UPTREND,,-56.5,22.8,-19.5,,,False,False,True,OK,Software - Application,Technology,,,,39.4,161.9,201.6,228.8,0.0389,0.0389,True,True,True,11.63,25.2,True,116.7,-8.7,441.9,True,27.59,4.65,Unclear,1,0.0,25.2,2026-03-16,25.2,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,4.38,10.1,130.6,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 99.2}, {'date': '2026-03-10', 'close_position_pct': 81.0}, {'date': '2026-03-17', 'close_position_pct': 94.0}]",[],UPSIDE_REVERSAL,,25.2,True,,,,,,NOT_AVAILABLE,,,25.33,24.44,3.5,≥1.5x 50-day average,TRIGGERED_WEAK_VOL,2026-03-18,1.33,561.8,14230.0,24.15,21.69,15.26,,4.3,16.2,65.1,,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,23.43,False,39.4,1.1,57.2
FIGS,2026-03-20,14.21,5,11,NOT_READY,648.6,641.4,True,UPTREND,,900.0,33.0,5.4,,748.3,False,True,True,OK,Apparel Manufacturing,Consumer Cyclical,,,,-2.7,28.1,119.4,156.8,0.0219,0.0244,False,False,True,10.23,14.21,True,38.9,-18.7,298.6,True,17.48,3.57,Unclear,3,-13.5,16.42,2026-03-02,14.21,2026-03-16,True,"[None, None, None]",False,,16565028.0,,False,,False,0,2025-12-24,4.11,5.46,32.8,False,False,"[{'date': '2026-03-12', 'vol_ratio': 0.71}]","[{'date': '2026-03-11', 'close_position_pct': 72.4}]",[],INSIDE_BAR,14.1,16.42,False,15.61,14.1,9.7,INSIDE_BAR,2026-03-12,WATCHING,331.1,5168.0,16.5,15.93,3.5,≥1.5x 50-day average,WATCHING,,,877.2,14474.0,14.68,14.28,12.6,14.1,-3.2,-0.5,12.8,0.8,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,14.44,15.26,False,,,
FIVE,2026-03-20,227.42,6,11,NOT_READY,648.6,641.4,True,UPTREND,,2100.0,23.1,7.5,36.1,26.0,True,True,True,OK,Specialty Retail,Consumer Cyclical,Low-margin business: gross margin used instead of net margin,,,7.6,27.5,49.5,163.9,0.3506,0.3506,True,True,True,177.61,227.42,True,28.0,-4.1,334.2,True,237.25,52.38,Unclear,1,0.0,227.42,2026-03-16,227.42,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,3.21,4.08,27.1,False,False,"[{'date': '2026-03-16', 'vol_ratio': 0.68}]","[{'date': '2026-03-09', 'close_position_pct': 88.3}, {'date': '2026-03-17', 'close_position_pct': 82.0}, {'date': '2026-03-19', 'close_position_pct': 92.7}]",[],INSIDE_BAR,210.57,227.42,False,216.0,210.57,2.5,INSIDE_BAR,2026-03-16,TRIGGERED,92.1,19894.0,228.56,220.6,3.5,≥1.5x 50-day average,WATCHING,,,62.8,14354.0,220.47,217.54,207.59,210.57,3.2,4.5,9.6,8.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,199.8,211.42,False,,,
ISSC,2026-03-20,28.66,5,11,NOT_READY,648.6,641.4,True,UPTREND,,450.0,36.6,21.0,,450.0,True,True,True,OK,Aerospace & Defense,Industrials,,,,16.9,57.2,146.1,274.5,0.0442,0.0442,True,True,True,15.93,28.66,True,79.9,-7.4,440.8,True,30.94,5.3,Unclear,1,0.0,28.66,2026-03-16,28.66,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,6.86,7.56,10.2,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 91.9}, {'date': '2026-03-11', 'close_position_pct': 71.7}, {'date': '2026-03-19', 'close_position_pct': 87.6}]",[],UPSIDE_REVERSAL,28.2,28.66,False,29.63,28.2,4.8,UPSIDE_REVERSAL,2026-03-19,WATCHING,349.7,10362.0,28.8,27.8,3.5,≥1.5x 50-day average,WATCHING,,,500.0,14400.0,28.75,27.35,23.45,28.2,-0.3,4.8,22.2,1.6,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,27.41,26.64,False,,,
INVA,2026-03-20,21.7,5,11,NOT_READY,648.6,641.4,True,UPTREND,,5300.0,24.8,65.9,,590.4,True,True,True,OK,Biotechnology,Healthcare,,,,-0.0,16.6,17.1,1.4,0.0335,0.0366,False,False,True,20.28,21.7,True,7.0,-13.7,31.4,True,25.15,16.52,Flat Base,5,-7.2,23.39,2026-02-16,21.7,2026-03-16,True,"[None, None, None]",False,,4167504.0,,False,-10.3,False,0,2025-12-26,2.49,2.98,19.7,False,False,[],[],[],,21.7,23.39,False,,,,,,NOT_AVAILABLE,,,23.51,22.69,3.5,≥1.5x 50-day average,WATCHING,,,609.8,14336.0,22.1,22.21,21.54,21.7,-1.8,-2.3,0.7,0.0,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,,21.75,False,,,
INSW,2026-03-20,67.75,4,11,AVOID,648.6,641.4,True,UPTREND,,255.6,37.6,36.7,,254.4,True,True,True,OK,Oil & Gas Midstream,Energy,,,,-5.1,48.6,48.5,82.4,0.1045,0.1101,False,False,True,53.84,67.75,True,25.8,-13.7,161.6,True,78.51,25.9,Unclear,4,-12.7,75.53,2026-02-23,65.91,2026-03-09,True,"[None, None, None]",False,2752994.0,4249500.0,0.65,False,-12.0,False,0,2025-12-24,3.29,3.71,12.8,False,False,[],[],[],,67.64,75.53,False,,,,,,NOT_AVAILABLE,,,75.91,73.26,3.5,≥1.5x 50-day average,WATCHING,,,188.7,14324.0,69.56,69.08,64.16,67.64,-2.6,-1.9,5.6,0.2,1_CLOSE_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,,70.22,False,,,
JBL,2026-03-20,253.63,7,11,DEVELOPING,648.6,641.4,True,UPTREND,,53.4,18.7,2.5,,96.2,False,True,False,OK,Electronic Components,Technology,,,,1.2,14.4,19.6,58.7,0.3911,0.3931,True,True,True,227.52,253.63,True,11.5,-9.9,133.8,True,281.37,108.49,Flat Base,5,-11.0,271.0,2026-02-16,241.09,2026-03-02,True,"[None, None, None]",False,8030314.0,5857150.0,1.37,True,35.9,False,0,2025-12-24,3.95,4.18,5.8,False,False,[],"[{'date': '2026-03-17', 'close_position_pct': 93.2}, {'date': '2026-03-18', 'close_position_pct': 84.5}]",[],UPSIDE_REVERSAL,253.14,271.0,False,262.25,253.14,3.5,UPSIDE_REVERSAL,2026-03-18,WATCHING,54.9,14398.0,272.35,262.87,3.5,≥1.5x 50-day average,WATCHING,,,52.7,14353.0,257.08,256.29,251.72,253.14,-1.3,-1.0,0.8,0.2,1_CLOSE_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,242.58,251.92,False,,,
KRMN,2026-03-20,99.38,7,11,DEVELOPING,648.6,641.4,True,UPTREND,,72.3,41.7,2.6,,124.4,False,True,True,OK,Aerospace & Defense,Industrials,,,,19.3,36.4,47.8,140.6,0.1532,0.157,False,False,True,79.7,99.38,True,24.7,-16.1,297.1,True,118.38,25.02,Cup with Handle,10,-30.1,108.5,2026-01-12,75.79,2026-02-09,True,"[4.3, 20.5, 12.4]",False,12772967.0,9002480.0,1.42,True,16.8,False,0,,6.48,7.16,10.5,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 90.0}, {'date': '2026-03-11', 'close_position_pct': 79.4}, {'date': '2026-03-16', 'close_position_pct': 73.4}, {'date': '2026-03-17', 'close_position_pct': 76.5}, {'date': '2026-03-19', 'close_position_pct': 98.2}]",[],UPSIDE_REVERSAL,99.21,108.5,False,106.14,99.21,6.5,UPSIDE_REVERSAL,2026-03-19,WATCHING,72.2,7663.0,109.04,105.24,3.5,≥1.5x 50-day average,WATCHING,,,131.6,14350.0,101.16,98.31,98.22,99.21,-1.8,1.1,1.2,0.2,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,98.18,100.86,False,,,
KEYS,2026-03-20,277.53,8,11,DEVELOPING,648.6,641.4,True,UPTREND,,68.0,23.3,16.9,,68.0,True,True,True,OK,Scientific & Technical Instruments,Technology,,,,-4.5,43.4,62.9,56.8,0.4279,0.448,False,False,True,205.39,277.53,True,35.1,-12.5,128.6,True,317.0,121.43,Unclear,4,-11.4,307.33,2026-02-23,272.43,2026-03-02,True,"[None, None, None]",False,7975100.0,7798134.0,1.02,True,-47.7,True,1,2025-12-30,2.46,3.92,59.3,False,True,[],"[{'date': '2026-03-09', 'close_position_pct': 96.0}, {'date': '2026-03-17', 'close_position_pct': 71.5}, {'date': '2026-03-19', 'close_position_pct': 82.9}]",[],UPSIDE_REVERSAL,277.08,307.33,False,293.13,277.08,5.5,UPSIDE_REVERSAL,2026-03-19,WATCHING,31.2,9146.0,308.87,298.11,3.5,≥1.5x 50-day average,WATCHING,,,46.5,14362.0,284.02,278.06,248.95,277.08,-2.3,-0.2,11.5,0.2,1_CLOSE_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,271.15,285.7,False,,,
LRCX,2026-03-20,228.36,9,11,DEVELOPING,648.6,641.4,True,UPTREND,,37.0,22.1,30.2,,37.0,True,True,True,OK,Semiconductor Equipment & Materials,Technology,,,,3.4,36.7,81.9,169.1,0.3521,0.3548,True,True,True,174.39,228.36,True,30.9,-10.9,308.4,True,256.37,55.91,VCP,5,-18.6,244.63,2026-02-16,199.09,2026-03-02,True,"[None, None, None]",False,59202875.0,53644600.0,1.1,True,36.9,False,1,2025-12-26,4.54,4.47,-1.5,False,True,[],"[{'date': '2026-03-19', 'close_position_pct': 94.3}]",[],UPSIDE_REVERSAL,226.96,244.63,False,235.14,226.96,3.5,UPSIDE_REVERSAL,2026-03-19,WATCHING,61.1,14367.0,245.85,237.29,3.5,≥1.5x 50-day average,WATCHING,,,58.4,14358.0,223.62,223.69,225.94,226.96,2.1,2.1,1.1,0.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,217.5,227.41,False,,,
LB,2026-03-20,70.95,7,11,DEVELOPING,648.6,641.4,True,UPTREND,,174.3,55.6,15.1,,559.3,True,True,True,OK,Oil & Gas Equipment & Services,Energy,,,,0.9,45.6,32.8,-13.0,0.1094,0.1425,False,False,True,59.22,70.95,True,19.8,-18.5,62.4,True,87.03,43.68,Unclear,45,-42.4,83.95,2025-05-12,48.38,2025-12-29,True,"[39.0, 34.5, 35.3]",False,2532571.0,2339457.0,1.08,True,-7.7,False,0,,5.35,6.04,12.9,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 71.7}, {'date': '2026-03-12', 'close_position_pct': 79.3}]",[],UPSIDE_REVERSAL,70.89,83.95,False,73.56,70.89,3.6,UPSIDE_REVERSAL,2026-03-12,WATCHING,187.5,13792.0,84.37,81.43,3.5,≥1.5x 50-day average,WATCHING,,,170.1,14351.0,72.9,70.97,63.81,70.89,-2.7,-0.0,11.2,0.1,2_CLOSES_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,68.04,78.04,False,,,
LXU,2026-03-20,14.66,5,11,NOT_READY,648.6,641.4,True,UPTREND,,-128.6,22.3,4.0,,,False,False,True,OK,Chemicals,Basic Materials,,,,33.4,83.4,82.8,88.9,0.0226,0.0226,True,True,True,9.55,14.66,True,53.5,-6.4,200.4,True,15.66,4.88,Unclear,2,-1.7,14.92,2026-03-09,14.66,2026-03-16,True,"[None, None, None]",False,,8305439.0,,False,,False,0,,3.56,5.69,59.8,False,False,[],"[{'date': '2026-03-11', 'close_position_pct': 98.7}, {'date': '2026-03-13', 'close_position_pct': 72.0}, {'date': '2026-03-16', 'close_position_pct': 71.7}, {'date': '2026-03-18', 'close_position_pct': 90.8}]",[],UPSIDE_REVERSAL,14.6,14.92,False,15.05,14.6,3.0,UPSIDE_REVERSAL,2026-03-18,WATCHING,1111.1,16722.0,14.99,14.47,3.5,≥1.5x 50-day average,WATCHING,,,961.5,14413.0,14.26,13.21,11.02,14.6,2.8,11.0,33.0,0.4,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,13.92,13.87,False,,,
LITE,2026-03-20,706.35,4,11,AVOID,648.6,641.4,True,UPTREND,,-201.1,65.5,12.0,,,True,False,True,OK,Communication Equipment,Technology,,,,6.6,92.4,347.1,858.7,1.0891,1.0891,True,True,True,342.28,706.35,True,106.4,-10.3,1447.3,True,787.45,45.65,Unclear,1,0.0,706.35,2026-03-16,706.35,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,8.87,9.02,1.7,False,False,[],"[{'date': '2026-03-11', 'close_position_pct': 90.7}, {'date': '2026-03-17', 'close_position_pct': 78.8}, {'date': '2026-03-19', 'close_position_pct': 97.3}]",[],UPSIDE_REVERSAL,,706.35,False,,,,,,NOT_AVAILABLE,,,709.88,685.16,3.5,≥1.5x 50-day average,WATCHING,,,20.2,14340.0,680.84,652.34,538.41,,3.7,8.3,31.2,,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,656.64,False,,,
MRVL,2026-03-20,87.91,7,11,DEVELOPING,648.6,641.4,True,UPTREND,,100.0,22.1,32.6,,106.3,True,True,True,OK,Semiconductors,Technology,,,,13.8,8.4,7.7,20.8,0.1355,0.1446,False,False,True,82.76,87.91,True,6.2,-14.4,87.3,True,102.7,46.93,Cup with Handle,16,-20.5,98.84,2025-12-01,78.61,2026-02-09,True,"[15.0, 5.1, 12.2]",False,75473753.0,80709900.0,0.94,False,6.9,False,0,2025-12-26,3.87,4.54,17.3,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 96.8}, {'date': '2026-03-19', 'close_position_pct': 95.4}]",[],UPSIDE_REVERSAL,87.45,98.84,False,89.74,87.45,2.6,UPSIDE_REVERSAL,2026-03-19,WATCHING,218.3,19590.0,99.33,95.87,3.5,≥1.5x 50-day average,WATCHING,,,144.5,14353.0,88.15,85.99,82.2,87.45,-0.3,2.2,6.9,0.5,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,83.01,91.88,False,,,
MU,2026-03-20,422.9,6,11,NOT_READY,648.6,641.4,True,UPTREND,,756.0,196.3,41.5,,756.0,True,True,True,OK,Semiconductors,Technology,,,,8.5,58.1,173.9,307.5,0.652,0.652,True,True,True,280.06,422.9,True,51.0,-10.3,588.6,True,471.34,61.42,Flat Base,5,-13.5,428.17,2026-02-16,370.3,2026-03-02,True,"[None, None, None]",False,170465900.0,199780766.0,0.85,False,57.3,False,0,,5.42,5.31,-2.0,False,False,[],"[{'date': '2026-03-09', 'close_position_pct': 97.9}, {'date': '2026-03-11', 'close_position_pct': 76.1}, {'date': '2026-03-17', 'close_position_pct': 94.1}]",[],UPSIDE_REVERSAL,421.11,428.17,False,462.73,421.11,9.0,UPSIDE_REVERSAL,2026-03-17,WATCHING,12.0,5553.0,430.31,415.32,3.5,≥1.5x 50-day average,WATCHING,,,33.4,14372.0,430.33,419.47,400.6,421.11,-1.7,0.8,5.6,0.4,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,428.03,398.04,False,,,
MOVE,2026-03-20,14.01,6,11,NOT_READY,648.6,641.4,True,UPTREND,,-49.1,60.0,0.0,,,False,False,True,OK,Medical Devices,Healthcare,,,,30.0,83.3,157.3,-39.6,0.0216,0.0358,False,False,True,9.71,14.01,True,44.2,-59.8,200.0,True,34.87,4.67,Unclear,54,-82.0,26.5,2025-03-10,4.77,2025-11-03,False,"[79.4, 55.8, 58.2]",False,5646502.0,306794.0,18.4,True,483.3,False,0,,16.67,9.63,-42.2,True,False,"[{'date': '2026-03-11', 'vol_ratio': 0.01}, {'date': '2026-03-16', 'vol_ratio': 0.02}]","[{'date': '2026-03-09', 'close_position_pct': 88.9}, {'date': '2026-03-10', 'close_position_pct': 97.8}, {'date': '2026-03-11', 'close_position_pct': 74.6}]",[],INSIDE_BAR,14.0,26.5,False,14.5,14.0,3.4,INSIDE_BAR,2026-03-16,WATCHING,1000.0,14500.0,26.63,25.7,3.5,≥1.5x 50-day average,WATCHING,,,537.6,14316.0,14.09,13.57,12.52,14.0,-0.6,3.2,11.9,0.1,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,13.41,24.63,False,,,
